,Title,Released,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
683,Flicka,"Oct 20, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",3 nominations.,PG,95 min,"Adventure, Drama, Family",57,6.1,"7,129",tt0434215,3
684,Pulse,"Aug 11, 2006","[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 nomination.,PG-13,90 min,"Horror, Sci-Fi",27,4.8,"27,477",tt0454919,
685,Beerfest,"Aug 25, 2006","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 win & 3 nominations.,R,110 min,Comedy,46,6.3,"62,123",tt0486551,3
686,The Marine,"Oct 13, 2006","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",N/A,PG-13,92 min,"Action, Comedy, Drama, Thriller",45,4.7,"31,390",tt0419946,
687,Ultraviolet,"Mar 3, 2006","[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",1 win & 2 nominations.,PG-13,88 min,"Action, Sci-Fi",18,4.4,"77,476",tt0370032,2
688,Spider-Man 3,"May 4, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,PG-13,139 min,"Action, Sci-Fi",59,6.2,"476,481",tt0413300,32
689,Shrek the Third,"May 17, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 1 BAFTA Film Award. Another 5 wins & 16 nominations.,PG,93 min,"Animation, Adventure, Comedy, Family, Fantasy",58,6.0,"265,582",tt0413267,16
690,Transformers,"Jul 2, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",Nominated for 3 Oscars. Another 20 wins & 41 nominations.,PG-13,144 min,"Action, Adventure, Sci-Fi",61,7.0,"578,975",tt0418279,41
691,Pirates of the Caribbean: At World's End,"May 24, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",Nominated for 2 Oscars. Another 20 wins & 44 nominations.,PG-13,169 min,"Action, Adventure, Fantasy",50,7.1,"572,118",tt0449088,44
692,Harry Potter and the Order of the Phoenix,"Jul 11, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 2 BAFTA Film Awards. Another 14 wins & 40 nominations.,PG-13,138 min,"Action, Adventure, Family, Fantasy, Mystery",71,7.5,"472,894",tt0373889,40
693,I am Legend,"Dec 14, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",9 wins & 22 nominations.,PG-13,101 min,"Adventure, Drama, Sci-Fi, Thriller",65,7.2,"652,881",tt0480249,22
694,The Bourne Ultimatum,"Aug 3, 2007","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Won 3 Oscars. Another 26 wins & 41 nominations.,PG-13,115 min,"Action, Mystery, Thriller",85,8.0,"587,480",tt0440963,41
695,Alvin and the Chipmunks,"Dec 14, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",3 wins & 2 nominations.,PG,92 min,"Animation, Comedy, Family, Fantasy, Music",39,5.2,"72,345",tt0952640,2
696,300,"Mar 9, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",17 wins & 45 nominations.,R,117 min,"Action, Drama",52,7.6,"709,040",tt0416449,45
697,Ratatouille,"Jun 29, 2007","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",Won 1 Oscar. Another 66 wins & 42 nominations.,G,111 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy",96,8.0,"604,573",tt0382932,42
698,The Simpsons Movie,"Jul 27, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",Nominated for 1 Golden Globe. Another 5 wins & 33 nominations.,PG-13,87 min,"Animation, Adventure, Comedy",80,7.3,"298,859",tt0462538,33
699,Wild Hogs,"Mar 2, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 win & 4 nominations.,PG-13,100 min,"Action, Adventure, Comedy",27,5.8,"111,175",tt0486946,4
700,Knocked Up,"Jun 1, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",8 wins & 26 nominations.,R,129 min,"Comedy, Romance",85,6.9,"339,241",tt0478311,26
701,Rush Hour 3,"Aug 10, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",9 nominations.,PG-13,91 min,"Action, Comedy, Crime, Thriller",44,6.2,"145,858",tt0293564,9
702,Live Free or Die Hard,"Jun 27, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",3 wins & 16 nominations.,PG-13,128 min,"Action, Thriller",69,7.1,"378,401",tt0337978,16
703,Fantastic 4: Rise of the Silver Surfer,"Jun 15, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 14 nominations.,PG,92 min,"Action, Adventure, Fantasy, Sci-Fi",45,5.6,"243,865",tt0486576,14
704,American Gangster,"Nov 2, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 2 Oscars. Another 13 wins & 35 nominations.,R,157 min,"Biography, Crime, Drama, Thriller",76,7.8,"375,801",tt0765429,35
705,Enchanted,"Nov 21, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Nominated for 3 Oscars. Another 12 wins & 48 nominations.,PG,107 min,"Animation, Comedy, Family, Fantasy, Musical, Romance",75,7.0,"169,500",tt0461770,48
706,Bee Movie,"Nov 2, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",Nominated for 1 Golden Globe. Another 1 win & 14 nominations.,PG,91 min,"Animation, Adventure, Comedy, Family",54,6.1,"133,146",tt0389790,14
707,Superbad,"Aug 17, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",11 wins & 24 nominations.,R,113 min,Comedy,76,7.6,"497,987",tt0829482,24
708,I Now Pronounce You Chuck & Larry,"Jul 20, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",14 nominations.,PG-13,115 min,"Comedy, Romance",37,5.9,"136,166",tt0762107,14
709,Hairspray,"Jul 20, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Nominated for 3 Golden Globes. Another 21 wins & 41 nominations.,PG,117 min,"Comedy, Drama, Musical, Romance",81,6.6,"115,592",tt0427327,41
710,Blades of Glory,"Mar 30, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",3 wins & 10 nominations.,PG-13,93 min,"Comedy, Sport",64,6.3,"151,552",tt0445934,10
711,Ocean's Thirteen,"Jun 8, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",1 win & 5 nominations.,PG-13,122 min,"Action, Crime, Thriller",62,6.9,"305,996",tt0496806,5
712,Ghost Rider,"Feb 16, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 win & 9 nominations.,PG-13,110 min,"Action, Fantasy, Thriller",35,5.2,"215,141",tt0259324,9
713,Evan Almighty,"Jun 22, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",2 wins & 11 nominations.,PG,96 min,"Comedy, Family, Fantasy",37,5.4,"133,855",tt0413099,11
714,The Bucket List,"Dec 25, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",3 wins & 4 nominations.,PG-13,97 min,"Comedy, Drama",42,7.4,"219,929",tt0825232,4
715,The Game Plan,"Sep 28, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",3 nominations.,PG,110 min,"Comedy, Family, Sport",44,6.1,"55,384",tt0492956,3
716,Beowulf,"Nov 16, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",3 wins & 17 nominations.,PG-13,115 min,"Animation, Action, Adventure, Fantasy",59,6.2,"157,647",tt0442933,17
717,Bridge to Terabithia,"Feb 16, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",6 wins & 5 nominations.,PG,96 min,"Drama, Family, Fantasy",74,7.1,"136,085",tt0398808,5
718,Disturbia,"Apr 13, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",4 wins & 6 nominations.,PG-13,105 min,"Crime, Drama, Mystery, Thriller",62,6.8,"211,326",tt0486822,6
719,No Country for Old Men,"Nov 9, 2007","[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",Won 4 Oscars. Another 159 wins & 137 nominations.,R,122 min,"Crime, Drama, Thriller",91,8.1,"799,245",tt0477348,137
720,1408,"Jun 22, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",4 wins & 10 nominations.,PG-13,104 min,"Fantasy, Horror, Mystery",64,6.8,"246,506",tt0450385,10
721,The Golden Compass,"Dec 7, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Won 1 Oscar. Another 6 wins & 32 nominations.,PG-13,113 min,"Adventure, Family, Fantasy",51,6.1,"173,653",tt0385752,32
722,Charlie Wilson's War,"Dec 21, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Oscar. Another 5 wins & 22 nominations.,R,102 min,"Biography, Comedy, Drama, History",69,7.0,"102,881",tt0472062,22
723,Surf's Up,"Jun 8, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 1 Oscar. Another 2 wins & 17 nominations.,PG,85 min,"Animation, Comedy, Family, Sport",64,6.7,"65,540",tt0423294,17
724,Halloween,"Aug 31, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",6 wins & 2 nominations.,R,91 min,"Horror, Thriller",81,7.8,"215,932",tt0077651,2
725,Why Did I Get Married?,"Oct 12, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 win & 4 nominations.,PG-13,113 min,"Comedy, Drama",54,5.8,"11,790",tt0906108,4
726,TMNT,"Mar 23, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 nominations.,PG,103 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",41,6.2,"59,570",tt0453556,2
727,P.S. I Love You,"Dec 21, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '39/100'}]",2 wins & 4 nominations.,PG-13,126 min,"Comedy, Drama, Romance",39,7.0,"194,541",tt0431308,4
728,3:10 to Yuma,"Sep 7, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 2 Oscars. Another 3 wins & 30 nominations.,R,122 min,"Action, Crime, Drama, Western",76,7.7,"277,047",tt0381849,30
729,Atonement,"Dec 7, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",Won 1 Oscar. Another 50 wins & 148 nominations.,R,123 min,"Drama, Mystery, Romance, War",85,7.8,"235,812",tt0783233,148
730,Resident Evil: Extinction,"Sep 21, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 wins & 1 nomination.,R,94 min,"Action, Horror, Sci-Fi, Thriller",41,6.3,"177,239",tt0432021,
731,Music and Lyrics,"Feb 14, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",6 nominations.,PG-13,104 min,"Comedy, Music, Romance",59,6.5,"93,509",tt0758766,6
732,Michael Clayton,"Oct 5, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Won 1 Oscar. Another 28 wins & 113 nominations.,R,119 min,"Crime, Drama, Mystery, Thriller",82,7.2,"151,194",tt0465538,113
733,Premonition,"Mar 16, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",2 nominations.,PG-13,96 min,"Drama, Fantasy, Mystery, Thriller",29,5.9,"70,681",tt0477071,2
734,The Kingdom,"Sep 28, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",5 nominations.,R,110 min,"Action, Drama, Thriller",56,7.0,"114,164",tt0431197,5
735,Shooter,"Mar 23, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",2 nominations.,R,124 min,"Action, Drama, Thriller",53,7.2,"299,017",tt0822854,2
736,License to Wed,"Jul 3, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",1 nomination.,PG-13,91 min,"Comedy, Romance",25,5.3,"36,853",tt0762114,
737,No Reservations,"Jul 27, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",1 nomination.,PG,104 min,"Comedy, Drama, Romance",50,6.3,"68,078",tt0481141,
738,Because I Said So,"Feb 2, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",1 nomination.,PG-13,102 min,"Comedy, Romance",26,5.7,"36,362",tt0490084,
739,Aliens vs. Predator - Requiem,"Dec 25, 2007","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",4 nominations.,R,94 min,"Action, Horror, Sci-Fi, Thriller",29,4.7,"111,996",tt0758730,4
740,The Water Horse: Legend of the Deep,"Dec 25, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,N/A,N/A,Adventure,N/A,6.6,15,tt1153702,
741,There Will Be Blood,"Dec 26, 2007","[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",Won 2 Oscars. Another 110 wins & 136 nominations.,R,158 min,Drama,93,8.2,"480,704",tt0469494,136
742,Epic Movie,"Jan 26, 2007","[{'Source': 'Internet Movie Database', 'Value': '2.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '2%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",2 wins & 3 nominations.,PG-13,86 min,"Adventure, Comedy",17,2.4,"99,575",tt0799949,3
743,Hitman,"Nov 21, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 wins.,R,100 min,"Action, Crime, Thriller",35,6.3,"156,456",tt0465494,
744,30 Days of Night,"Oct 19, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",13 nominations.,R,113 min,"Action, Horror, Thriller",53,6.6,"158,914",tt0389722,13
745,Stardust,"Aug 10, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",5 wins & 8 nominations.,PG-13,127 min,"Adventure, Family, Fantasy, Romance",66,7.6,"244,341",tt0486655,8
746,The Brave One,"Sep 14, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,R,122 min,"Action, Crime, Drama, Thriller",56,6.7,"56,790",tt0476964,6
747,Freedom Writers,"Jan 5, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",2 wins & 1 nomination.,PG-13,123 min,"Biography, Crime, Drama",64,7.5,"63,335",tt0463998,
748,Smokin' Aces,"Jan 26, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",4 wins.,R,108 min,"Action, Crime, Drama, Thriller",45,6.7,"133,766",tt0475394,
749,The Messengers,"Feb 2, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 win & 2 nominations.,PG-13,90 min,"Horror, Mystery, Thriller",34,5.4,"37,132",tt0425430,2
750,The Number 23,"Feb 23, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",5 nominations.,R,98 min,"Crime, Mystery, Thriller",N/A,6.4,"187,884",tt0481369,5
751,Good Luck Chuck,"Sep 21, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",1 win & 3 nominations.,R,96 min,"Comedy, Romance",19,5.6,"82,993",tt0452625,3
752,Mr. Bean’s Holiday,"Aug 24, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",2 nominations.,G,90 min,"Comedy, Family",56,6.4,"109,836",tt0453451,2
753,Zodiac,"Mar 2, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",3 wins & 70 nominations.,R,157 min,"Crime, Drama, Mystery, Thriller",78,7.7,"413,755",tt0443706,70
754,August Rush,"Nov 21, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",Nominated for 1 Oscar. Another 4 wins & 10 nominations.,PG,114 min,"Drama, Music",38,7.5,"100,669",tt0426931,10
755,The Great Debaters,"Dec 25, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 Golden Globe. Another 11 wins & 9 nominations.,PG-13,126 min,"Biography, Drama, Romance",65,7.6,"54,020",tt0427309,9
756,28 Weeks Later,"May 11, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",2 wins & 13 nominations.,R,100 min,"Drama, Horror, Sci-Fi",78,7.0,"247,522",tt0463854,13
757,We Own the Night,"Oct 12, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 5 nominations.,R,117 min,"Crime, Drama, Thriller",59,6.8,"82,005",tt0498399,5
758,Hannibal Rising,"Feb 9, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 nominations.,R,121 min,"Adventure, Crime, Drama, Thriller, War",35,6.2,"99,862",tt0367959,2
759,Nancy Drew,"Jun 15, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",7 nominations.,PG,99 min,"Comedy, Crime, Family, Mystery, Romance, Thriller",53,5.9,"18,608",tt0479500,7
760,The Reaping,"Apr 5, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 nomination.,R,99 min,"Horror, Thriller",36,5.6,"41,176",tt0444682,
761,Grindhouse,"Apr 6, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",7 wins & 15 nominations.,R,191 min,"Action, Horror, Thriller",77,7.5,"173,445",tt0462322,15
762,Across the Universe,"Sep 14, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",Nominated for 1 Oscar. Another 2 wins & 17 nominations.,PG-13,133 min,"Drama, Fantasy, History, Music, Musical, Romance",56,7.3,"103,193",tt0445922,17
763,Hot Fuzz,"Apr 20, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",2 wins & 9 nominations.,R,121 min,"Action, Comedy, Mystery",81,7.8,"440,738",tt0425112,9
764,War,"Aug 24, 2007","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '36/100'}]",N/A,R,103 min,"Action, Thriller",36,6.2,"82,628",tt0499556,
765,"Gone, Baby, Gone","Oct 19, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Oscar. Another 34 wins & 30 nominations.,R,114 min,"Crime, Drama, Mystery, Thriller",72,7.6,"240,138",tt0452623,30
766,Reign Over Me,"Mar 23, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",3 nominations.,R,124 min,Drama,61,7.4,"91,157",tt0490204,3
767,Georgia Rule,"May 11, 2007","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",3 wins & 5 nominations.,R,113 min,"Comedy, Drama",25,5.8,"23,187",tt0791304,5
768,Becoming Jane,"Aug 3, 2007","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",3 wins & 6 nominations.,PG,120 min,"Biography, Drama, Romance",55,7.1,"55,972",tt0416508,6
