,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
693,Central Intelligence,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 8 nominations.,PG-13,107 min,"Action, Comedy, Crime",52.0,6.3,"147,549",tt1489889,8
694,The Legend of Tarzan,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",2 wins & 4 nominations.,PG-13,110 min,"Action, Adventure, Drama, Fantasy, Romance",44.0,6.2,"156,091",tt0918940,4
695,Sully,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 1 Oscar. Another 14 wins & 34 nominations.,PG-13,96 min,"Biography, Drama",74.0,7.4,"217,488",tt3263904,34
696,Bad Moms,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",3 wins & 5 nominations.,R,100 min,Comedy,60.0,6.2,"106,465",tt4651520,5
697,The Angry Birds Movie,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",2 wins & 8 nominations.,PG,97 min,"Animation, Action, Comedy, Family",43.0,6.3,"74,976",tt1985949,8
698,Independence Day: Resurgence,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",3 wins & 16 nominations.,PG-13,120 min,"Action, Adventure, Sci-Fi",32.0,5.2,"159,909",tt1628841,16
699,Arrival,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 1 Oscar. Another 67 wins & 258 nominations.,PG-13,116 min,"Drama, Mystery, Sci-Fi, Thriller",81.0,7.9,"544,941",tt2543164,258
700,Passengers,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",Nominated for 2 Oscars. Another 1 win & 10 nominations.,PG-13,116 min,"Drama, Romance, Sci-Fi, Thriller",41.0,7.0,"326,443",tt1355644,10
701,Sausage Party,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",1 win & 24 nominations.,R,89 min,"Animation, Adventure, Comedy, Fantasy",66.0,6.1,"165,072",tt1700841,24
702,The Magnificent Seven,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",5 wins & 12 nominations.,PG-13,132 min,"Action, Adventure, Western",54.0,6.9,"175,065",tt2404435,12
703,Ride Along 2,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",1 win & 7 nominations.,PG-13,102 min,"Action, Comedy, Crime",32.0,5.9,"50,569",tt2869728,7
704,Miss Peregrine’s Home for Peculiar …,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",2 wins & 12 nominations.,PG-13,127 min,"Adventure, Drama, Fantasy, Thriller",57.0,6.7,"147,326",tt1935859,12
705,The Accountant,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",3 wins & 5 nominations.,R,128 min,"Action, Crime, Drama, Thriller",51.0,7.3,"243,553",tt2140479,5
706,Teenage Mutant Ninja Turtles: Out of …,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",10 nominations.,PG-13,112 min,"Action, Adventure, Comedy, Sci-Fi",40.0,6.0,"79,890",tt3949660,10
707,Alice Through the Looking Glass,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",4 wins & 20 nominations.,PG,113 min,"Adventure, Family, Fantasy",34.0,6.2,"85,178",tt2567026,20
708,Pete’s Dragon,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",3 wins & 7 nominations.,PG,102 min,"Action, Adventure, Comedy, Drama, Family, Fantasy",71.0,6.7,"51,153",tt2788732,7
709,The Girl on the Train,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Nominated for 1 BAFTA Film Award. Another 4 wins & 11 nominations.,R,112 min,"Crime, Drama, Mystery, Thriller",48.0,6.5,"157,786",tt3631112,11
710,Tyler Perry’s Boo! A Madea Halloween,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",6 nominations.,PG-13,103 min,"Comedy, Drama, Horror",30.0,4.6,"7,241",tt5325452,6
711,Storks,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",5 wins & 4 nominations.,PG,87 min,"Animation, Adventure, Comedy, Family, Fantasy",56.0,6.8,"52,548",tt4624424,4
712,10 Cloverfield Lane,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",15 wins & 46 nominations.,PG-13,103 min,"Drama, Horror, Mystery, Sci-Fi, Thriller",76.0,7.2,"273,496",tt1179933,46
713,Hacksaw Ridge,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Won 2 Oscars. Another 51 wins & 114 nominations.,R,139 min,"Biography, Drama, History, War",71.0,8.1,"393,120",tt2119532,114
714,Now You See Me 2,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",4 nominations.,PG-13,129 min,"Action, Adventure, Comedy, Crime, Mystery, Thriller",46.0,6.5,"228,560",tt3110958,4
715,Ice Age: Collision Course,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",2 wins.,PG,94 min,"Animation, Adventure, Comedy, Family, Fantasy, Romance, Sci-Fi",34.0,5.7,"52,094",tt3416828,
716,The Boss,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",3 nominations.,R,99 min,Comedy,40.0,5.4,"40,622",tt2702724,3
717,London Has Fallen,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",1 win & 2 nominations.,R,99 min,"Action, Thriller",28.0,5.9,"135,586",tt3300542,2
718,Deepwater Horizon,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",Nominated for 2 Oscars. Another 3 wins & 13 nominations.,PG-13,107 min,"Action, Drama, History, Thriller",68.0,7.1,"139,789",tt1860357,13
719,Why Him?,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 win.,R,111 min,Comedy,39.0,6.2,"94,117",tt4501244,
720,My Big Fat Greek Wedding 2,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",3 nominations.,PG-13,94 min,"Comedy, Romance",37.0,6.0,"26,876",tt3760922,3
721,Jack Reacher: Never Go Back,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win.,PG-13,118 min,"Action, Thriller",47.0,6.1,"128,457",tt3393786,
722,Fences,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Won 1 Oscar. Another 56 wins & 114 nominations.,PG-13,139 min,Drama,79.0,7.2,"90,810",tt2671706,114
723,Me Before You,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",6 wins & 6 nominations.,PG-13,106 min,"Drama, Romance",51.0,7.4,"187,418",tt2674426,6
724,The BFG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",4 wins & 25 nominations.,PG,117 min,"Adventure, Family, Fantasy",66.0,6.4,"72,270",tt3691740,25
725,Neighbors 2: Sorority Rising,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",3 wins & 5 nominations.,R,92 min,Comedy,58.0,5.7,"107,769",tt4438848,5
726,Office Christmas Party,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 win & 1 nomination.,R,105 min,Comedy,42.0,5.8,"64,081",tt1711525,
727,Assassin’s Creed,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",2 wins & 1 nomination.,PG-13,115 min,"Action, Adventure, Sci-Fi",36.0,5.7,"174,480",tt2094766,
728,Barbershop: The Next Cut,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",1 win & 3 nominations.,PG-13,111 min,"Comedy, Drama",67.0,5.9,"13,709",tt3628584,3
729,Kubo and the Two Strings,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Nominated for 2 Oscars. Another 33 wins & 62 nominations.,PG,101 min,"Animation, Action, Adventure, Family, Fantasy",84.0,7.8,"110,103",tt4302938,62
730,The Huntsman: Winter’s War,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",16 nominations.,PG-13,114 min,"Action, Adventure, Drama, Fantasy",35.0,6.1,"91,720",tt2381991,16
731,Warcraft,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",2 wins & 3 nominations.,PG-13,123 min,"Action, Adventure, Fantasy",32.0,6.8,"232,756",tt0803096,3
732,How to be Single,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",3 nominations.,R,110 min,"Comedy, Drama, Romance",51.0,6.1,"77,128",tt1292566,3
733,Mike and Dave Need Wedding Dates,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",4 nominations.,R,98 min,"Comedy, Romance",51.0,6.0,"77,844",tt2823054,4
734,War Dogs,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",Nominated for 1 Golden Globe. Another 2 nominations.,R,114 min,"Biography, Comedy, Crime, Drama, War",57.0,7.1,"162,729",tt2005151,2
735,Almost Christmas,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",3 nominations.,PG-13,111 min,"Comedy, Drama",55.0,6.1,"5,605",tt4649416,3
736,Money Monster,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",2 nominations.,R,98 min,"Crime, Drama, Thriller",55.0,6.5,"89,834",tt2241351,2
737,Allied,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Nominated for 1 Oscar. Another 1 win & 10 nominations.,R,124 min,"Action, Drama, Romance, Thriller, War",60.0,7.1,"131,581",tt3640424,10
738,Nerve,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",5 nominations.,PG-13,96 min,"Adventure, Crime, Drama, Mystery, Thriller",58.0,6.5,"107,172",tt3531824,5
739,Risen,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",3 nominations.,PG-13,107 min,"Action, Drama, History, Mystery",51.0,6.3,"23,514",tt3231054,3
740,The Nice Guys,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",9 wins & 34 nominations.,R,116 min,"Action, Comedy, Crime, Mystery, Thriller",70.0,7.4,"254,015",tt3799694,34
741,The 5th Wave,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",1 nomination.,PG-13,112 min,"Action, Adventure, Drama, Fantasy, Sci-Fi, Thriller",33.0,5.2,"94,173",tt2304933,
742,Inferno,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",4 wins & 1 nomination.,PG-13,121 min,"Action, Crime, Drama, Mystery, Thriller",42.0,6.2,"145,584",tt3062096,
743,Mother’s Day,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",1 win & 6 nominations.,PG-13,118 min,"Comedy, Drama, Romance",18.0,5.7,"30,338",tt4824302,6
744,Patriots Day,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",2 wins & 3 nominations.,R,133 min,"Action, Crime, Drama, History, Thriller",69.0,7.4,"80,725",tt4572514,3
745,Gods of Egypt,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",2 wins & 14 nominations.,PG-13,127 min,"Action, Adventure, Fantasy",25.0,5.4,"99,631",tt2404233,14
746,Collateral Beauty,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",1 win & 6 nominations.,PG-13,97 min,"Drama, Romance",23.0,6.8,"84,088",tt4682786,6
747,"Hail, Caesar!","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Oscar. Another 13 wins & 43 nominations.,PG-13,106 min,"Comedy, Drama, Music, Mystery",72.0,6.3,"115,778",tt0475290,43
748,Zoolander 2,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",7 wins & 17 nominations.,PG-13,101 min,"Action, Comedy",34.0,4.7,"61,733",tt1608290,17
749,The Finest Hours,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",2 wins.,PG-13,117 min,"Action, Drama, History, Thriller",58.0,6.7,"58,200",tt2025690,
750,Florence Foster Jenkins,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 2 Oscars. Another 10 wins & 41 nominations.,PG-13,111 min,"Biography, Comedy, Drama, Music",71.0,6.8,"47,196",tt4136084,41
751,Ben-Hur,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",Won 11 Oscars. Another 18 wins & 16 nominations.,G,212 min,"Adventure, Drama, History",90.0,8.1,"207,163",tt0052618,16
752,Bridget Jones’s Baby,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",2 wins & 3 nominations.,R,123 min,"Comedy, Drama, Romance",59.0,6.5,"63,276",tt1473832,3
753,Whiskey Tango Foxtrot,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",1 nomination.,R,112 min,"Biography, Comedy, Drama, War",57.0,6.6,"47,357",tt3553442,
754,Snowden,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",3 wins & 7 nominations.,R,134 min,"Biography, Crime, Drama, Thriller",58.0,7.3,"125,391",tt3774114,7
755,Mechanic: Resurrection,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 nomination.,R,98 min,"Action, Adventure, Thriller",38.0,5.7,"70,936",tt3522806,
756,Free State of Jones,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",3 wins & 4 nominations.,R,139 min,"Action, Biography, Drama, History, War, Western",53.0,6.9,"47,129",tt1124037,4
757,Keanu,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",4 wins & 5 nominations.,R,100 min,"Action, Comedy, Crime",63.0,6.3,"43,236",tt4139124,5
758,Norm of the North,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",,PG,90 min,"Animation, Adventure, Comedy, Family",21.0,3.4,"8,237",tt1594972,
759,Eddie the Eagle,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",2 wins & 8 nominations.,PG-13,106 min,"Biography, Comedy, Drama, Sport",54.0,7.4,"79,331",tt1083452,8
760,The Infiltrator,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",,R,127 min,"Biography, Crime, Drama, Thriller",66.0,7.0,"64,058",tt1355631,
761,Criminal,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",,R,113 min,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",36.0,6.3,"54,574",tt3014866,
762,Triple 9,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",4 nominations.,R,115 min,"Action, Crime, Thriller",52.0,6.3,"62,224",tt1712261,4
763,The Light Between Oceans,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",1 win & 11 nominations.,PG-13,133 min,"Drama, Romance",60.0,7.2,"48,484",tt2547584,11
764,Café Society,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",7 nominations.,PG-13,96 min,"Comedy, Drama, Romance",64.0,6.6,"65,609",tt4513674,7
765,Pride and Prejudice and Zombies,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",1 win & 3 nominations.,PG-13,108 min,"Action, Comedy, Fantasy, Horror, Romance",45.0,5.8,"48,314",tt1374989,3
766,Nocturnal Animals,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Oscar. Another 19 wins & 145 nominations.,R,116 min,"Drama, Thriller",67.0,7.5,"218,767",tt4550098,145
767,Live by Night,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",3 nominations.,R,129 min,"Action, Crime, Drama, Thriller",49.0,6.4,"49,128",tt2361317,3
768,Popstar: Never Stop Never Stopping,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",1 win & 6 nominations.,R,87 min,"Comedy, Music",68.0,6.7,"49,740",tt3960412,6
769,Beauty and the Beast,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",Won 2 Oscars. Another 27 wins & 34 nominations.,G,84 min,"Animation, Family, Fantasy, Musical, Romance",95.0,8.0,"401,616",tt0101414,34
770,Wonder Woman,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",23 wins & 70 nominations.,PG-13,141 min,"Action, Adventure, Fantasy, Sci-Fi, War",76.0,7.4,"514,672",tt0451279,70
771,Jumanji: Welcome to the Jungle,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",5 wins & 14 nominations.,PG-13,119 min,"Action, Adventure, Comedy, Fantasy",58.0,6.9,"284,295",tt2283362,14
772,Guardians of the Galaxy Vol 2,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Oscar. Another 14 wins & 52 nominations.,PG-13,136 min,"Action, Adventure, Comedy, Sci-Fi",67.0,7.6,"522,765",tt3896198,52
773,Spider-Man: Homecoming,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",7 wins & 9 nominations.,PG-13,133 min,"Action, Adventure, Sci-Fi",73.0,7.4,"470,359",tt2250912,9
774,It,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",8 wins & 45 nominations.,R,135 min,Horror,69.0,7.3,"420,881",tt1396484,45
775,Thor: Ragnarok,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",6 wins & 48 nominations.,PG-13,130 min,"Action, Adventure, Comedy, Fantasy, Sci-Fi",74.0,7.9,"532,010",tt3501632,48
776,Despicable Me 3,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",32 nominations.,PG,89 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",49.0,6.3,"102,071",tt3469046,32
777,Justice League,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 13 nominations.,PG-13,120 min,"Action, Adventure, Fantasy, Sci-Fi",45.0,6.4,"352,866",tt0974015,13
778,Logan,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",Nominated for 1 Oscar. Another 26 wins & 73 nominations.,R,137 min,"Action, Drama, Sci-Fi, Thriller",77.0,8.1,"594,007",tt3315342,73
779,The Fate of the Furious,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",1 win & 11 nominations.,PG-13,136 min,"Action, Adventure, Thriller",56.0,6.7,"190,291",tt4630562,11
780,Coco,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 2 Oscars. Another 107 wins & 35 nominations.,PG,105 min,"Animation, Adventure, Family, Fantasy, Music, Mystery",81.0,8.4,"314,769",tt2380307,35
